20733876	F	1999	9	15	JENA	MARGARETE	HENNING	000
2047539	F	1998	4	5	DANNENBERG	ANNA	WEBER	000
1020421	M	1948	3	5	EMDEN STADT	ARTHUR	HEIN	000
1078663	F	1990	3	16	DUDERSTADT	MARIA	ROWEDDA	000
1689387	F	1941	4	5	WOLFSBURG STADT	MARTINA	SCHMIDT	000
10408516	M	19413	1	86	KALTENBORN	SALVATRE	AMATO	000
18625274	F	1971	3	30	LANDSTUHL	OTTILIE	BURK	000
9259052	M	1942	12	9	DARMSTADT STADT	SVENA	NUERHS	000
18268043	M	1954	2	66	NEUBRANDEABURG	TANER	EZGIDER	000
11825146	F	1998	3	18	MÜNCHEN	HERTA	ULMER	000
18638952	M	1956	1	22	OSCHATZ	RALF	HEPNER	000
7677318	M	1962	3	6	KOELN STADT	WILLI	NORK	000
2908943	M	1962	5	20	GDINGEN	HERBERT	POLOCZEK	152
3459041	M	1973	3	30	BRILON	ARNOLD	FRANZEN	000
9578429	M	1951	11	15	WALDESCH	BERNHARD	THUL	000
261805	M	25020	6	30	DORMAGEN	FLORIAN	MUHL	000
18071703	M	4975	10	15	MKISTWEIDA	JOERG	ZESE	000
7882530	M	17989	10	34	KOBACH	JOACIM	SAUER	000
18508897	F	1946	9	2	HUSUM STADT	HENNI	KLAUS	000
5683216	M	1987	5	8	BAD LIPPSPRINGE	KAI	HEVELING	000
13752041	F	1950	6	7	NEUGERSDORF	BARBARA	FEICK	000
2951068	M	1983	6	9	BAD TÖLZ	MUHSIN	YANARDAG	000
5133155	M	1967	5	28	PREMNITZ	HERBERT	JAEKEN	000
3232874	M	1985	1	10	BONN	ALFRED	WINTERHOFF	000
8072109	F	1984	9	28	HOMBERG	BRIGITTE	HERZBERG	000
14306677	M	1937	6	8	RIMPAR MARKT	FRANZ	BAUER	000
15973262	M	1941	10	11	GAIMERSHEIM MARKT	PETER	HEINZ	000
5021536	M	1943	1	4	UNTERWOESSEN	HEINZPETER	SCHROEDER	000
14419046	M	1964	9	16	KEMPTEN ALLGAEU STADT	GEORG	BIRNER	000
11846149	M	1997	6	19	BAD URACH	HOLGER	WIRKNER	000
7554700	M	1963	10	50	NEPHEN	WERNER	HEIDEMANN	000
15598867	F	1984	8	5	BREMEN	MARIA	PETERMANN	000
16260709	F	1966	1	7		RUTH	SCHROEDER	000
10483157	M	1981	5	1	BAYREUTH	UDO	KIRSCHENMANN	000
5464531	M	1964	8	6	KOELN STADT	JOACHIM	KOPBAUER	000
6126191	M	1961	2	24	KIEL STADT	MARCOS	SCHNEIDER	000
3578406	M	1937	4	20	KARLSRUHE STADT	BERNHARD	SIEBERT	000
1463214	M	1992	2	14	HEIDELBERG	GERRIT	SNIPPE	000
3885124	M	1930	7	22	EUSKIRCHEN STADT	DIETER	HENNIGER	000
14553974	F	1956	7	4	ABENBERG STADT	GRIT	FOERG	000
14822854	M	1973	6	11	OCHSENFURT	HELMUT	WEIS	000
19036404	F	1981	3	9	WURZEN	GERTRUD	SONNTAG	000
11210767	M	1984	11	27	RAVENSBURG	EMIL	ROTT	000
19271975	M	1926	7	3	LEIPZIG	JOHANNES	WILLKOMM	000
2851082	F	1920	1	5	NEAPEL	SABINE	COSTANTIN	137
20896964	M	1980	2	17	BAD RAPPENAU	VOLKHARD	HERRMANN	000
3164349	M	1930	2	1	SAULGAU STADT	ALAN	DEAR	000
2877929	F	1975	10	4	GRONAU	HEIDRUN	WICHERN	000
11160167	F	1981	1	11	FREIBURG	ELEONORE	MUELOR	000
18525656	F	1966	3	19	RELLINGEN	ILISE	KUMMEROW	000
10298869	M	1999	9	15	SIGMARINGEN	PAUL	JUSTINGER	000
15009720	F	1995	5	24	NABBURG	IRMGARD	MAYERHOFER	000
13151996	M	1962	9	11	IZMIRA	TURUGT	DEAIROEZ	163
18885371	M	1962	8	12	LEIPZIG	DIETER	SCHMIDT	000
9744854	M	19299	2	90	BAD KREUZNACH STADT	FANK	RISE	000
3446958	M	1998	12	19	SOLINGEN	ARIBERT	SENST	000
16481493	M	1972	4	2	KARLSTADT	THOMAS	SCHWARZ	000
17532216	F	1999	5	16	BERLIN	MARITA	SCHMIEDER	000
1634282	M	1972	8	13	LEER	GERHARD	WICHER	000
4495460	M	1980	10	8	RIESA	GERHARD	KARKODCCH	000
12731136	M	1971	6	8	MOSBACH	PETER	WECK	000
20487611	M	1980	11	18	MÜNCHEN	EWALD	USBECK	000
6074230	M	1978	6	30	SOLINGEN	MANFRED	KRAIN	000
16852432	M	1968	12	25	SAARBRUECKEN STADT	FRANK	LORIG	000
11978691	M	1957	8	3	SCHORNDOORF STADT	JOACHIM	SXCHEU	000
7758260	M	1965	3	19	BOCHUM STADT	WOLFGANG	STOCK	000
11939307	F	1951	3	26	FREUDENSTADT STADT	IRMHILDE	HAAG	000
11121835	M	1969	9	29	TUTTLINGEN STADT	EBERHARD	GLEICHAUF	000
5363852	F	1950	11	20	KOELN STADT	INGRID	GOERGENS	000
16852374	M	1961	8	32	KOENIGSBRUNN STADT	FRANK	LANG	000
8405135	M	1928	5	25	ROHRDORF	GERHARD	TROPP	000
3217600	M	1955	8	25	OTTENSOOS	ALFRED	HARTMEYER	000
17453296	M	1942	11	26	BERLIN (WEST) STADT	KARLBERNHARD	UERPMANN	000
9309244	F	1939	3	26	DIETENHOFEN MARKT	ELSE	QUELLA	000
15441777	M	1963	4	10	GARBSEN STADT	LEONHARD	SCHNEIDER	000
20136232	F	1930	5	20	DORTMUND STADT	LIESELOTTE	ROEDER	000
16100456	F	1932	7	27	BAYREUTH STADT	RENATE	DIEBALL	000
10792836	F	1956	8	17	NIEDERZIER	ANNI	BRAUNE	000
9758210	M	1972	8	30	KARL-MARX-STADT	FRANZJOSEF	SAVELSBERG	000
18816443	F	1963	7	22	DRESDEN	BRIGITTE	POSNER	000
14565721	M	1993	9	2	WEILBURG	GUSTAV	SCHRICK	000
7494501	M	1999	12	27	MEMMINGEN	WALTER	BOEHNKE	000
1736586	M	1939	6	19	BOFFZEN	KLAUS	HEIDER	000
12896981	F	1954	5	7	HATTENHOFEN	ROSA	SCHIMMELPFENNIG	000
8863274	M	1947	11	4	GROSS-GERAU STADT	ERICH	HAMM	000
19752758	M	1975	9	6	LEIPZIG	WOLFGANG	MEYER	000
696612	M	72	4	2	HAMBURG	MAFNRED	KLINGEEL	000
7932013	F	1994	5	21	DUISBURG-NEUMÜHSL	REGINE	HOFFMANN	000
4605893	M	1990	55	17	LÜBBECKE	GUSTAV	LEHMKUEHLER	000
12437765	F	1962	8	22	GEMUENDEN (WOHRA) STADT	MARION	KOELBL	000
535763	F	1952	8	24	NEUMUENSTER STADT	HERTA	EREZ	000
1733236	F	1975	12	11	LEIPZIG	TANJA	SCHMITZ	000
1135589	M	19051	10	15	GPANDERKESEE	KARLHAS	LENK	000
19409351	F	1946	12	20	BÖHLITZ-EHRENBERG	MARGARETE	HEILMANN	000
17967809	M	1982	6	9	LÖWENSTEIN	HANSJUERGEN	BRESCH	000
17023747	F	1957	8	15	HEUSWEILER	ROSAMARIA	SCHAEFER	000
9745023	M	1930	2	6	BERLIN	FRANK	GILLESEN	000
9449051	F	1960	5	5	GLASGOW	ALEXANDRA	ALI	?
19484371	M	13735	9	111	TAUCHA	OTTO	SCHILLING	000
10818628	M	1998	21	3	COTTBUS	ARMIN	SCHSAMB	000
5318552	F	1992	6	21	BEDBURG	ILSE	PARTING	000
11510524	M	1981	1	10	LUDWIGSBURG	GISBERT	SCHENDEKEHL	000
14474563	M	1951	10	8	ALTOETTING STADT	GERHARD	BAUER	000
9125422	M	1966	1	19	FRIEDRICHSDORF STADT	THOMAS	ALT	000
11798282	M	1975	8	10	OBERHAUSEN	HERBERT	SEIFERT	000
2621968	M	1978	5	18	GÖTTINGEN	DIETER	MINX	000
20088009	M	1936	5	17	BAESWEILER STADT	JOERG	KUBOS	000
7053493	F	1962	9	2	ELLWANGEN (JAGST) STADT	SCHIRIN	HADJI	000
20383388	F	717	6	2	BAD SALZUNGEN	ANNI	RITTER	000
3370953	F	1997	8	5	GUMMERSBACH	ANNA	KUZNECOVA	000
5550267	M	1941	6	28	VECHELDE	JOSEF	HARTMANN	000
2492586	M	1976	12	22	KIRCHEN (SIEG)	HEINRICH	HINRICHS	000
15734691	F	1978	5	4	MÜNCHEN	MATHILDE	PUESCHEL	000
10231471	M	1969	12	26	VITORIA-GASTEIZ	MAX	MARTIN	161
19846741	M	1958	4	7	HALBERSTADT	DETLEF	KOPMANN	000
16694559	M	1972	1	1	GARMISCH-PARTENKIRCHEN	WILLI	ELLINGER	000
7931169	F	1963	2	13	SCHWERTE STADT	HILDEGARD	HAEUSLER	000
9797613	M	1980	3	25	WESTERSTEDE	GERHARD	NEUHAEUSER	000
5365692	F	1980	8	18	NEUSTADT	INGRID	KANN	000
70486	F	1953	9	2	SCHLESWIG STADT	ELVIRA	WEGENER	000
7315380	M	1961	9	16	MUELHEIM A D RUHR STADT	UDO	HAGEDORN	000
7022055	F	1950	10	6	LOEHNE STADT	SABINE	ROSENTRETER	000
12160525	M	1922	10	14	KOELN STADT	KARLHEINZ	KRIEG	000
12815455	F	1943	4	4	SANKT GEORGEN IM SCHWARZWALD STADT	RENATE	HEYMEL	000
1395915	M	1978	3	16	TWISTRINGEN	JUERGEN	HEINBOKEL	000
19585336	M	1984	10	18	LEIPZIG	RUDOLF	WINKLER	000
4269242	M	1949	11	24	HORN-BAD MEINBERG STADT	FRANK	KAISER	000
4814159	M	1936	10	17	FRANKFURT (MAIN) STADT	HANSWERNER	KIMPEL	000
857010	M	1980	11	13	HAMBURG	THOMAS	KOEHN	000
2034498	M	1942	12	13		AXEL	BURSCHEWSKI	000
12710376	M	1985	2	7	FREUDENSTADT	PETER	KESSLER	000
10426872	F	1956	6	30	WOERTH A RHEIN	SONJA	HARTMANN	000
3539929	M	1993	12	26	BERNAU	BERND	KORNRUMPF	000
16284080	M	1930	4	30	MUENCHEN STADT	SALI	RITVAN	000
10026951	M	1993	7	21	PRÜM	JOHNNY	JENNEWEIN	000
14384598	M	13980	2	12	SCHWEINFURT	FPITZ	FOEMBEG	000
20439316	M	1988	2	25	BAD BERKA	DIETER	KRUEGER	000
13584984	M	1960	8	17	MUENCHEN STADT	ANDREAS	MAERZ	000
17628902	M	1930	3	594	HINDENBURG	RONNY	KORZYNIEUSKI	152
4846935	M	1980	3	29	FÜRSTENFELDBRUCK	HARTWIG	STIENEKER	000
8163381	M	1948	1	4	HANAU STADT	ERWIN	ROTH	000
16679009	M	1981	6	5	MURNAU	WILHELM	BOESCHL	000
15631768	F	1985	1	5	DEGGENDORF	MARIA	WERDER	000
1194915	F	1973	5	11	NORDENHAM	ANGELA	SALIE	000
13693329	M	1992	8	32	FULDA	ANTON	HEIN	000
14133816	F	1933	11	4	NUERNBERG STADT	ELISABETH	STOLLE	000
10020561	M	1924	2	22	KASSEL STADT	JOHANN	REINERT	000
19014023	M	1973	6	12	OSCHATZ	GERHARD	BLECHSCHMIDT	000
12090830	M	1927	5	12	SINDELFINGEN STADT	JUERGEN	MASSAUER	000
9059897	M	1945	1	21	POTSDAM	HERMANN	JUENGLING	000
17408236	F	1922	10	17	SAARLOUIS STADT	IRMGARD	MUELLER	000
18877410	M	1983	5	17	SCHWÄBISCH HALL	DIETER	FRANZKE	000
12321848	F	1959	9	12	SOELDEN	LYDIA	EHL	000
17355588	F	1923	5	9	LEMGO STADT	HELMA	HEISE	000
18382359	F	1986	1	24	BERLIN	CHRISTEL	GLASER	000
1964348	F	1939	4	3	MERZIG STADT	RENATE	HUSMANN	000
10139095	F	1987	1	6	NAUMBURG	LIESELOTTE	KUEHNE	000
10857887	F	1970	3	27	VILLINGEN-SCHWENNINGEN	BEATE	KRUSE	000
421079	M	1966	3	14	WELMBUETTEL	HORST	WITZKE	000
19986719	M	1945	8	27	HALDENSLEBEN	HARALD	KAISER	000
3716136	F	1970	8	5	BERGISCH GLADBACH	CHRISTEL	GUENDEL	000
15207057	F	1978	11	1	KANDEL	JULIA	HOEFLICH	000
11970682	M	1981	30	21	KOMGLENZ	MOACHIM	DOLLINGER	000
18918543	M	1983	8	16	KONSTANZ	EGON	BIESOLD	000
8957974	F	1961	5	22	LEIPZIG	HELGA	KAUTZ	000
2734139	M	10971	9	6	STADTHAGNE	FRIEDEL	SCHELLING	000
4798834	M	1920	1	18	ATTENDORN STADT	HANSJUERGEN	STOBBE	000
11155148	M	1968	10	17	HASEL	EGON	WESTRICH	000
1812357	F	1941	10	16	KOLLMAR	MARION	HOEHNE	000
18080528	F	1996	8	23	FRANKFURT(ODER)	KARIN	HINZ	000
2464429	F	1946	5	1	WILDESHAUSEN STADT	ELKE	ZIMMERMANN	000
5215090	F	1939	4	23	WEIL AM RHEIN STADT	HILDEGARD	WALSER	000
8459397	M	1933	1	25	STUTTGART STADT	LUDWIG	HAEGERICH	000
20704618	M	1943	1	48	DUESSELDORF STADT	HURT	SEYFARTH	000
13665255	F	1971	10	4	DEGGENDORF	ANNELIESE	BOLKART	000
4085866	F	1977	1	4	STOLBERG	ELKE	BREININGER	000
15709884	M	19495	1	4	IRSINGEN	MARTIN	MUELLER	000
18623646	M	1966	2	21	SCHORTENS	OLAF	LINGROEN	000
16346759	F	1941	1	7	MUENCHEN STADT	SONJA	REINL	000
17937068	F	19378	4	40	KENITRA	GISELA	QUASH	252
8053676	M	1949	11	1	FRANKFURT (MAIN) STADT	JUERGEN	FLEISCHER	000
6933432	M	1954	1	21	WALDERSHOF STADT	ROLF	STANGIER	000
12224261	M	1964	8	27	HIRSCHBERG AN DER BERGSTRASSE	KLAUS	STRUEMPER	000
745480	M	1986	5	5	HAMBURG	STEFAN	SCHROLL	000
9620147	F	1982	8	27	BAD NEUENAHR-AHRWEILER	CHRISTINE	POLATZEK	000
11497762	F	1937	11	12	MOENCHENGLADBACH STADT	GERTRUD	ROSMANN	000
8936589	F	1993	11	5	FRANKFURT	BIRGIT	DORN	000
18389871	F	1982	6	12	GRIMMEN	CORNELIA	LIPP	000
4549559	F	1928	6	14	KALKAR STADT	GIESELA	SCHURICHT	000
6881473	F	1980	6	19	FRITZLAR	RITA	MAEHR	000
770194	M	19206	4	15	VILMLAR	RUEDIGER	KRUSE	000
16094574	M	1950	8	16	LEIPZIG	REINHOLD	SCHUBERT	000
7992943	M	1977	5	28	FULDA	VIKTOR	DALKE	000
9220291	F	1942	30	25	DIETZOHELZTAL	ELISABETH	REILIGN	000
14731323	M	1935	3	3	PEITING MARKT	HEINRICH	KIRSCHNER	000
1415324	F	1954	7	20	GARBSEN STADT	KERSTIN	JAGER	000
7248477	M	1924	6	1	GELDERN STAGT	THOMAS	GAERTNER	000
14617682	M	1920	11	22	KARL-MARX-STADT	HANS	ADAM	000
4026586	M	1949	8	23	KORSCHENBROICH	EGON	MOOG	000
2507936	M	1959	12	26	WOLNZACH MARKT	HANSGERHARD	MEYER	000
17900352	M	1970	2	27	BERLIN	FRANK	MOSER	000
8502823	F	1998	10	14	HAINA	UTE	DOERR	000
10472598	M	953	5	9	WAHNWEGEN	THOMAS	WEBER	000
14539804	F	1969	6	18	SCHWEINFURT STADT	GISELA	CORDES	000
6211736	F	1919	11	14	DUISBURG STADT	MARIANNE	GERICKE	000
5553692	M	1932	4	30	PADERBORN STADT	JOSEF	HOEKE	000
676392	M	1964	7	11	BREKLUM	HELMUT	GIESE	000
4204684	M	1966	9	24	NAGOLD STADT	ERYK	MALIK	000
8496336	M	1969	3	1	GROSSALMERODE STADT	WILHELM	BECKER	000
10564556	M	1966	12	31	ELLERSTADT	WILLI	FRICKE	000
1016431	M	1966	9	12	OLDENBURG (OLDENBURG) STADT	HEINRICH	HUNDERTMARK	000
20311326	F	2000	3	21	WARBURG	VALENTYNA	RUTENBERG	000
6907037	M	1957	6	15	BERLIN	ROLAND	KISSEL	000
748633	M	1967	2	19	HAMBURG FREIE UND HANSESTADT	HERBERT	FINK	000
6302746	M	1944	4	28	HAGEN STADT	MARTIN	KRZYSIAK	000
11802669	M	1950	4	30	MOENCHENGLADBACH STADT	HERIBERT	VAAS	000
17259491	F	1992	61	26	BERLIN	FRIEDA	AGERTNER	000
18116132	F	1963	4	10	SCHWARZENBERG	KAETHPE	SHNEL	000
15989220	M	1970	2	1	SCHWARZENBRUCK	PETER	NEUMUELLER	000
4208253	M	1972	7	30	LENGERICH	EUGEN	KIRMAYR	000
19992193	M	1941	1	60	MAGDEBURG	HARTMUT	SPAETER	000
6170711	F	1968	3	9	ESSEN STADT	MARIA	BRUMMEL	000
15547794	M	1988	9	21	OBERAMMERGAU	MANFRED	VOGL	000
20228603	M	1961	9	17	WOLFEN	REINHARD	BECK	000
6801903	F	1922	3	18	BRAUNSCHWEIG STADT	REGINA	HOCHE	000
12089621	M	1976	8	10	RAVENSBURG	JUERGEN	LENZ	000
6221932	F	1793	9	60	COESFELD	MARIANNE	NETZ	000
14969104	F	1945	11	12	ALZENAU I UFR STADT	INGEBORG	VOELLKOPF	000
13693710	M	1931	12	28	STUTTGART STADT	ANTON	HEUBUSCH	000
20227662	M	1961	4	29	DESSAU	REINER	HERR	000
3964527	F	1955	10	4	DORTMUND STADT	DORIS	HEROLD	000
7080986	F	1989	2	14	MAINZ	SIGRID	BUEHRE	000
12609495	M	1965	3	19	FREIBURG IM BREISGAU STADT	NICOLAS	SPEER	000
7271903	M	1979	5	2	KLINGENMÜNSTEYR	THOMAS	LCHWAERI	000
8577523	F	1996	1	25	LAMPERTHEIM	VERONIKA	KOZELKA	000
2839514	M	1929	3	26	FLORBNZ	GERHARD	QUANTE	137
13962228	F	1966	8	7	HEILSBRONN STADT	CLAUDIA	FICKSEL	000
10364712	M	19908	12	22	ÜTTLINGEN	RICSHARD	ZIMMERMANN	000
17547016	F	1971	12	29	BERLIN	MERLE	SCHWICKRATH	000
10386962	F	1990	3	12	MAYEN	ROSWITHA	RING	000
10778057	F	1970	84	73	GEISLINGEN	ANNELIESE	KVAGLER	000
6709075	M	1968	7	3	DUESSELDORF STADT	PETER	WILKE	000
6723592	F	1999	6	24	TRIER	PETRA	LANGEN	000
4260650	M	1986	8	29	KEVELAER	FRANK	DIEKMANN	000
1779841	M	1984	2	2	GREVENBROICH	UDO	BAUER	000
16697598	M	1987	2	2	DONAUSTAUF	WILLI	KOEHNLEIN	000
1770854	M	19969	4	3	UETZE	xJNAx	FOLKAROS	000
14325021	M	1981	7	21	BAD DÜRKHEIM	FRANZ	KOVOLLIK	000
13281063	M	19560	12	10	WANUEN IM ALQLGAEU STADT	WALTNR	SCHULIHEISS	000
20109254	F	1952	11	1	NEUHAUS (OSTE) FLECKEN	KATHARINA	MAINUSCH	000
8834984	M	1949	11	6	HUNGEN STADT	KLAUS	HERMANN	000
14876366	M	1933	7	30	NUERNBERG STADT	HERMANN	STETTNER	000
9215975	M	1978	5	7	MEPPEN	HEINRICH	WIRTH	000
1897390	M	1971	11	9	MÜLHEIM A.D. RUHR	WERNER	RUDOLPH	000
16018928	F	1957	21	30	DONAUWOERTH STADT	PETRA	KURZ	000
7085277	F	1996	1	82	BAD LIPPSPRINGE	SILKE	BICKMANN	000
3386880	F	1999	1	3	WUPPERTAL	ANNEMARIE	SPICHER	000
14947389	M	1970	78	11	DACHAU	IA	GDAUSKIJ	000
17601434	M	1950	4	1	DIETZENBACH STADT	RAINER	POHL	000
16649767	M	1942	8	18	MUENCHEN STADT	WERNER	HOEPFLER	000
11984620	M	1971	12	26	MAULBRONN	JOCHEN	GEIGER	000
1614144	M	1965	6	28	BERLIN (WEST) STADT	ROLAND	SCHELLHORN	000
4389675	M	1981	3	21	EBENSFELD	FRITZ	FEHLAUER	000
11310741	M	1966	10	21	SIGMARINGEN STADT	EWALD	NOTHACKER	000
17940209	F	931	11	92	KARL-MARX-STADT	GUDRUN	HESSE	000
11657196	M	1997	002	9	NEUENBÜRG	HARRY	EFLER	000
3121851	M	1961	1	20	BREMEN STADT	WOLFGANG	SCHIRMER	000
20700472	F	9123	4	5	E	KONSTANZE	GXARRE	000
13225410	M	1943	9	15	BAD SALZUFLEN STADT	VIKTOR	BATT	000
11037461	F	1977	2	9	FREIBURG	DAGMAR	ALTMEYER	000
17885373	F	1925	3	28	LJUBLJANA	ERIKA	MIKIFOROW	?
757485	M	1969	2	7	ECKERNFOERDE STADT	PAUL	SCHOLZ	000
14140896	F	1931	6	16	SNKT WOLFGAGN	EOISABERTH	KELLER	000
10051482	M	1958	1	11	KOELN STADT	JUERGEN	BRUECKNER	000
60788	F	1936	3	16	LEIPZI	VERW	FINK	000
10200692	M	1945	12	23	WALDKAPPEL STADT	MARIO	DIENINGHOFF	000
6209139	F	1952	5	30	DUESSELDORF STADT	MARIANNE	KUTZERA	000
8125904	M	197	12	10	DÜSSELDORF	JIUERGEN	SCHUCHARD	000
10296530	M	1975	8	32	NASSAU	PATRIK	FUCHS	000
14798048	M	1963	2	8	GROSSHASLACH	HELMUT	HANSLBAUER	000
10687778	M	1965	9	18	GENTHIN	ALOIS	PRESTEL	000
13187784	F	1958	9	9	TUEBINGEN STADT	URSULA	SCHEURER	000
16636838	M	1966	11	7	BIELEFELD STADT	WERNER	BACHINGER	000
9847802	M	1935	11	21	JUEGESHEIM	HANS	KESSLER	000
2824444	M	1199	0	25	NQIKEA	APOSTOLOS	HODNRONIKOS	134
9779680	M	1984	8	27	KAISERSLAUTERN	GEORG	BURKART	000
13954783	M	1863	2	17	EUTRAUBLING	CHRISTOPH	SPRENGARD	000
1115197	F	1946	9	5	DOERVERDEN	ANNI	WOTZLAWSKI	000
19744267	M	1969	9	13	RIESA	WOLFGANG	DEGEN	000
17341894	M	1972	5	2	BERLIN	HEINZ	GROSS	000
10521806	M	1963	2	11	LUDWIGSHAFEN AM RHEIN STADT	WALDEMAR	MANNS	000
1144328	F	156	12	307	AYCHIM STADT	MARLIES	EHLERS	000
8985649	M	1950	1	14	FRANKFURT (MAIN) STADT	JOERG	RININSLAND	000
2536346	M	1970	9	20	SIEGEN	JOERG	TRUPAT	000
152932	M	1962	6	5	OSTSTEINBEK	ALBERTWILHELM	RADDATZ	000
4932907	M	1966	1	21	BIELEFELD STADT	HEINRICH	ZAHN	000
18415901	F	1984	65	6	WISMAR	ELISABETH	GABVLER	000
14885644	F	1938	4	22	FRANKFURT (MAIN) STADT	HERTHA	KOESTLER	000
20043739	M	1986	7	26	STASSFURT	HORST	MEIER	000
8214828	M	1964	6	25	WARTENBERG	JOHANNES	PROKOP	000
13674013	F	1953	12	17	HOF STADT	ANNEMARIE	SCHAEFER	000
4448651	M	1444	10	44	TAZHEN	GEORGIOS	AMPARTZAKIS	134
7641786	M	1939	1	14	WINTERBERG STADT	WILHELM	PASS	000
18018050	M	1939	10	15	NEUBRANDENBURG	HOLGER	BURGHARDT	000
14434460	M	1948	7	30	ZWICKAU	GEORG	KOTZBAUER	000
151709	M	1944	1	14	WISMAR	REINER	MARKMANN	000
16077118	M	1962	6	23	MEMMENHAUSEN	REINHARD	GOGER	000
7764413	M	1954	9	5	HAMBURG FREIE UND HANSESTADT	WOLFGANG	WILLSCHREI	000
4790562	M	1994	9	10	MÖNCHENGLADBACH	HANSJUERGEN	CLASSEN	000
4363410	M	1979	10	21	HEIDELBERG	FRIEDHELM	SCHMITZ	000
20274368	M	1996	72	60	RHEINE	STFAN	RICHTER	000
8555459	M	1960	2	3	LAMPERTHEIM STADT	MANFRED	LANG	000
14474043	M	1994	8	8	MURNAU	GERHARD	ASCHER	000
18299004	M	1970	7	8	SPREMBERG	VOLKER	BANHOLZER	000
2259685	M	1941	8	8	CELLE STADT	PETER	SCHROEDER	000
